lvl3_pcode;lvl3_name;lvl2_pcode;lvl2_name;lvl1_pcode;lvl1_name;week;year;OPD_CONSULT;OPD_CONSULT_c;OPD_M_CASES;OPD_M_CASES_c;IPD_DISCH;IPD_DISCH_c;IPD_M_DISCH;IPD_M_DISCH_c;IPD_M_DEATH;IPD_M_DEATH_c;MOH_CONSULT;MOH_CONSULT_c;MOH_M_CASES;MOH_M_CASES_c
ner003007;zinder;ner002097;Magaria;ner001845;Aire du CSI Gabi;42;2018;2;327;7;7;0;0;2;2;2;2;7;7;10;10
ner003007;zinder;ner002097;Magaria;ner001845;Aire du CSI Gabi;43;2018;15;342;2;2;3;3;1;1;2;2;12;12;9;19
ner003007;zinder;ner002097;Magaria;ner001845;Aire du CSI Gabi;44;2018;11;353;1;1;4;4;5;5;1;1;13;13;3;3
ner003007;zinder;ner002097;Magaria;ner001845;Aire du CSI Gabi;45;2018;1;354;9;9;5;5;3;3;4;4;6;6;4;4
ner003007;zinder;ner002097;Magaria;ner001845;Aire du CSI Gabi;46;2018;13;367;2;2;2;2;3;3;0;0;8;14;7;7
ner003007;zinder;ner002097;Magaria;ner001845;Aire du CSI Gabi;47;2018;5;372;1;1;0;0;2;2;5;5;7;7;9;9
ner003007;zinder;ner002097;Magaria;ner001845;Aire du CSI Gabi;48;2018;8;380;6;6;2;2;5;5;3;3;11;11;2;2
ner003007;zinder;ner002097;Magaria;ner001845;Aire du CSI Gabi;49;2018;7;387;2;2;1;1;2;2;3;3;1;1;9;11
ner003007;zinder;ner002097;Magaria;ner001845;Aire du CSI Gabi;50;2018;13;400;3;3;1;1;5;5;5;8;4;4;8;8
ner003007;zinder;ner002097;Magaria;ner001845;Aire du CSI Gabi;51;2018;2;402;5;5;0;1;1;1;4;4;11;11;9;9
ner003007;zinder;ner002097;Magaria;ner001845;Aire du CSI Gabi;52;2018;3;405;1;1;1;2;0;0;4;4;9;9;6;15
ner003007;zinder;ner002097;Magaria;ner001846;Aire du CSI Takaye;1;2019;14;14;3;3;1;1;3;3;0;4;12;12;4;4
ner003007;zinder;ner002097;Magaria;ner001846;Aire du CSI Takaye;2;2019;1;15;10;10;0;0;0;0;0;0;3;3;9;13
ner003007;zinder;ner002097;Magaria;ner001846;Aire du CSI Takaye;3;2019;11;26;1;1;4;4;5;5;4;4;10;10;0;0
ner003007;zinder;ner002097;Magaria;ner001846;Aire du CSI Takaye;4;2019;2;28;1;1;0;0;0;5;2;2;10;10;5;5
ner003007;zinder;ner002097;Magaria;ner001846;Aire du CSI Takaye;5;2019;14;42;1;1;0;0;0;5;2;4;13;23;8;13
ner003007;zinder;ner002097;Magaria;ner001846;Aire du CSI Takaye;6;2019;11;53;8;8;3;3;4;4;1;1;11;11;2;2
ner003007;zinder;ner002097;Magaria;ner001846;Aire du CSI Takaye;7;2019;14;67;2;2;4;4;5;5;5;5;2;2;0;0
ner003007;zinder;ner002097;Magaria;ner001846;Aire du CSI Takaye;8;2019;3;70;4;4;0;0;4;4;4;4;11;11;4;4
ner003007;zinder;ner002097;Magaria;ner001846;Aire du CSI Takaye;9;2019;2;72;7;7;2;2;1;1;4;4;0;0;2;6
ner003007;zinder;ner002097;Magaria;ner001846;Aire du CSI Takaye;10;2019;2;74;5;5;0;0;5;5;0;0;4;4;4;4
ner003007;zinder;ner002097;Magaria;ner001846;Aire du CSI Takaye;11;2019;5;79;0;0;2;2;0;0;4;4;0;0;9;9
ner003007;zinder;ner002097;Magaria;ner001846;Aire du CSI Takaye;12;2019;8;87;2;2;5;5;5;5;0;0;9;9;10;10
ner003007;zinder;ner002097;Magaria;ner001846;Aire du CSI Takaye;13;2019;12;99;6;6;0;0;2;2;3;3;12;12;5;5
ner003007;zinder;ner002097;Magaria;ner001846;Aire du CSI Takaye;14;2019;12;111;5;5;4;4;1;1;4;4;3;3;0;0
ner003007;zinder;ner002097;Magaria;ner001846;Aire du CSI Takaye;15;2019;8;119;8;8;1;1;4;4;1;1;13;13;10;10
ner003007;zinder;ner002097;Magaria;ner001846;Aire du CSI Takaye;16;2019;3;122;2;2;1;1;2;2;3;4;9;9;4;4
ner003007;zinder;ner002097;Magaria;ner001846;Aire du CSI Takaye;17;2019;15;137;7;7;1;1;2;2;1;5;11;20;10;10
ner003007;zinder;ner002097;Magaria;ner001846;Aire du CSI Takaye;18;2019;3;140;0;0;0;0;1;1;2;2;8;8;2;2
ner003007;zinder;ner002097;Magaria;ner001846;Aire du CSI Takaye;19;2019;2;142;7;7;0;0;3;3;4;6;0;0;0;0
ner003007;zinder;ner002097;Magaria;ner001846;Aire du CSI Takaye;20;2019;1;143;5;5;4;4;1;1;5;5;1;1;4;4
ner003007;zinder;ner002097;Magaria;ner001846;Aire du CSI Takaye;21;2019;1;144;1;1;4;4;0;0;4;9;7;7;8;8
ner003007;zinder;ner002097;Magaria;ner001846;Aire du CSI Takaye;22;2019;10;154;1;1;5;5;5;5;1;1;4;4;2;2
ner003007;zinder;ner002097;Magaria;ner001846;Aire du CSI Takaye;23;2019;2;156;6;6;1;1;5;5;1;1;4;8;5;7
ner003007;zinder;ner002097;Magaria;ner001846;Aire du CSI Takaye;24;2019;7;163;10;10;2;2;3;3;1;1;9;9;1;8
ner003007;zinder;ner002097;Magaria;ner001846;Aire du CSI Takaye;25;2019;7;170;9;9;5;7;1;1;2;2;9;9;1;1
ner003007;zinder;ner002097;Magaria;ner001846;Aire du CSI Takaye;26;2019;6;176;0;0;3;3;4;4;1;1;3;3;0;0
ner003007;zinder;ner002097;Magaria;ner001846;Aire du CSI Takaye;27;2018;15;191;7;7;4;4;0;0;5;5;10;10;5;5
ner003007;zinder;ner002097;Magaria;ner001846;Aire du CSI Takaye;28;2018;3;194;10;10;0;4;4;4;5;5;6;6;3;8
ner003007;zinder;ner002097;Magaria;ner001846;Aire du CSI Takaye;29;2018;7;201;4;4;1;1;3;3;4;4;13;13;6;6
ner003007;zinder;ner002097;Magaria;ner001846;Aire du CSI Takaye;30;2018;3;204;0;0;4;4;2;2;0;0;8;8;1;1
ner003007;zinder;ner002097;Magaria;ner001846;Aire du CSI Takaye;31;2018;0;204;2;2;1;1;4;4;2;2;9;9;4;4
ner003007;zinder;ner002097;Magaria;ner001846;Aire du CSI Takaye;32;2018;14;218;9;9;2;2;1;1;0;0;14;14;1;1
ner003007;zinder;ner002097;Magaria;ner001846;Aire du CSI Takaye;33;2018;8;226;5;5;0;2;0;0;3;3;9;9;8;8
ner003007;zinder;ner002097;Magaria;ner001846;Aire du CSI Takaye;34;2018;8;234;2;2;4;6;1;1;4;4;5;5;10;10
ner003007;zinder;ner002097;Magaria;ner001846;Aire du CSI Takaye;35;2018;11;245;10;10;1;1;5;5;5;5;7;7;1;1
ner003007;zinder;ner002097;Magaria;ner001846;Aire du CSI Takaye;36;2018;15;260;10;10;2;2;4;9;0;0;15;15;6;6
ner003007;zinder;ner002097;Magaria;ner001846;Aire du CSI Takaye;37;2018;11;271;4;4;4;4;1;1;5;5;1;1;0;0
ner003007;zinder;ner002097;Magaria;ner001846;Aire du CSI Takaye;38;2018;8;279;2;2;4;4;4;4;1;6;9;9;4;4
ner003007;zinder;ner002097;Magaria;ner001846;Aire du CSI Takaye;39;2018;7;286;6;6;2;2;3;3;1;1;7;7;0;4
ner003007;zinder;ner002097;Magaria;ner001846;Aire du CSI Takaye;40;2018;5;291;4;4;5;7;2;2;3;3;0;0;7;7
ner003007;zinder;ner002097;Magaria;ner001846;Aire du CSI Takaye;41;2018;4;295;3;3;4;11;5;5;3;3;2;2;3;10
ner003007;zinder;ner002097;Magaria;ner001846;Aire du CSI Takaye;42;2018;5;300;10;10;1;1;4;4;4;4;7;7;9;9
ner003007;zinder;ner002097;Magaria;ner001846;Aire du CSI Takaye;43;2018;0;300;9;9;3;3;1;1;1;1;0;0;9;9
ner003007;zinder;ner002097;Magaria;ner001846;Aire du CSI Takaye;44;2018;9;309;10;10;4;4;4;4;1;1;5;5;3;12
ner003007;zinder;ner002097;Magaria;ner001846;Aire du CSI Takaye;45;2018;13;322;4;4;2;2;2;2;4;4;15;15;3;3
ner003007;zinder;ner002097;Magaria;ner001846;Aire du CSI Takaye;46;2018;11;333;4;4;0;0;4;6;3;3;14;14;8;8
ner003007;zinder;ner002097;Magaria;ner001846;Aire du CSI Takaye;47;2018;1;334;1;1;1;1;4;4;2;2;15;29;1;1
ner003007;zinder;ner002097;Magaria;ner001846;Aire du CSI Takaye;48;2018;8;342;1;1;0;0;3;7;0;0;9;9;6;6
ner003007;zinder;ner002097;Magaria;ner001846;Aire du CSI Takaye;49;2018;2;344;2;2;3;3;1;1;1;1;9;9;9;9
ner003007;zinder;ner002097;Magaria;ner001846;Aire du CSI Takaye;50;2018;15;359;9;9;1;1;4;4;1;1;6;6;4;13
ner003007;zinder;ner002097;Magaria;ner001846;Aire du CSI Takaye;51;2018;9;368;5;5;1;2;1;1;2;3;5;5;3;3
ner003007;zinder;ner002097;Magaria;ner001846;Aire du CSI Takaye;52;2018;5;373;4;4;2;4;0;0;3;3;5;5;0;0
ner003007;zinder;ner002097;Magaria;ner001847;Aire du CSI Malawa;1;2019;5;5;5;5;0;0;4;4;0;0;11;11;0;0
ner003007;zinder;ner002097;Magaria;ner001847;Aire du CSI Malawa;2;2019;5;10;4;4;3;3;2;2;2;2;1;1;3;3
ner003007;zinder;ner002097;Magaria;ner001847;Aire du CSI Malawa;3;2019;7;17;2;2;0;0;4;4;5;5;6;6;3;3
ner003007;zinder;ner002097;Magaria;ner001847;Aire du CSI Malawa;4;2019;11;28;4;4;5;5;2;2;5;5;10;10;1;4
ner003007;zinder;ner002097;Magaria;ner001847;Aire du CSI Malawa;5;2019;2;30;8;8;5;5;1;1;5;10;3;3;5;9
ner003007;zinder;ner002097;Magaria;ner001847;Aire du CSI Malawa;6;2019;9;39;3;3;5;5;2;2;5;15;12;12;7;16
ner003007;zinder;ner002097;Magaria;ner001847;Aire du CSI Malawa;7;2019;10;49;0;0;0;0;4;4;4;4;15;15;7;7
ner003007;zinder;ner002097;Magaria;ner001847;Aire du CSI Malawa;8;2019;4;53;10;10;0;0;3;3;1;5;10;10;6;6
ner003007;zinder;ner002097;Magaria;ner001847;Aire du CSI Malawa;9;2019;3;56;0;0;4;4;5;5;4;4;4;4;10;10
ner003007;zinder;ner002097;Magaria;ner001847;Aire du CSI Malawa;10;2019;2;58;9;9;3;3;4;4;3;3;10;10;3;3
ner003007;zinder;ner002097;Magaria;ner001847;Aire du CSI Malawa;11;2019;5;63;9;9;2;2;2;6;4;4;12;12;5;5
ner003007;zinder;ner002097;Magaria;ner001847;Aire du CSI Malawa;12;2019;8;71;7;7;1;1;0;0;0;0;15;15;4;4
ner003007;zinder;ner002097;Magaria;ner001847;Aire du CSI Malawa;13;2019;7;78;1;1;5;5;0;0;2;2;2;17;4;4
ner003007;zinder;ner002097;Magaria;ner001847;Aire du CSI Malawa;14;2019;10;88;1;1;2;2;4;4;2;2;0;0;6;10
ner003007;zinder;ner002097;Magaria;ner001847;Aire du CSI Malawa;15;2019;15;103;7;7;3;3;0;0;1;1;0;0;6;6
ner003007;zinder;ner002097;Magaria;ner001847;Aire du CSI Malawa;16;2019;13;116;10;10;5;5;0;0;0;0;9;9;6;6
ner003007;zinder;ner002097;Magaria;ner001847;Aire du CSI Malawa;17;2019;11;127;6;6;2;2;2;2;2;2;2;2;0;0
ner003007;zinder;ner002097;Magaria;ner001847;Aire du CSI Malawa;18;2019;0;127;2;2;0;0;2;2;2;2;10;12;3;3
ner003007;zinder;ner002097;Magaria;ner001847;Aire du CSI Malawa;19;2019;12;139;0;0;5;5;5;5;5;5;8;8;7;7
ner003007;zinder;ner002097;Magaria;ner001847;Aire du CSI Malawa;20;2019;9;148;10;10;0;0;5;5;4;4;8;16;2;2
ner003007;zinder;ner002097;Magaria;ner001847;Aire du CSI Malawa;21;2019;11;159;10;10;1;1;5;10;4;4;11;27;5;7
ner003007;zinder;ner002097;Magaria;ner001847;Aire du CSI Malawa;22;2019;12;171;2;2;4;4;1;1;0;0;12;12;6;6
ner003007;zinder;ner002097;Magaria;ner001847;Aire du CSI Malawa;23;2019;6;177;0;0;2;2;5;5;2;2;14;14;5;5
ner003007;zinder;ner002097;Magaria;ner001847;Aire du CSI Malawa;24;2019;14;191;5;5;2;2;5;5;2;4;5;19;0;5
ner003007;zinder;ner002097;Magaria;ner001847;Aire du CSI Malawa;25;2019;10;201;4;4;2;2;4;4;2;6;3;3;1;6
ner003007;zinder;ner002097;Magaria;ner001847;Aire du CSI Malawa;26;2019;7;208;10;10;3;3;0;0;3;3;13;13;6;6
ner003007;zinder;ner002097;Magaria;ner001847;Aire du CSI Malawa;27;2018;13;221;7;7;0;0;5;5;5;5;10;10;0;0
ner003007;zinder;ner002097;Magaria;ner001847;Aire du CSI Malawa;28;2018;11;232;4;4;4;4;4;4;2;2;15;15;6;6
ner003007;zinder;ner002097;Magaria;ner001847;Aire du CSI Malawa;29;2018;8;240;3;3;5;5;3;3;1;1;10;10;10;10
ner003007;zinder;ner002097;Magaria;ner001847;Aire du CSI Malawa;30;2018;7;247;0;0;2;2;3;3;1;1;3;13;4;14
ner003007;zinder;ner002097;Magaria;ner001847;Aire du CSI Malawa;31;2018;11;258;5;5;3;3;5;5;2;2;1;1;1;1
ner003007;zinder;ner002097;Magaria;ner001847;Aire du CSI Malawa;32;2018;4;262;1;1;4;4;4;4;2;2;2;2;0;1
ner003007;zinder;ner002097;Magaria;ner001847;Aire du CSI Malawa;33;2018;8;270;6;6;2;2;5;5;2;2;8;8;8;9
ner003007;zinder;ner002097;Magaria;ner001847;Aire du CSI Malawa;34;2018;2;272;9;9;0;0;5;5;3;3;10;18;2;2
ner003007;zinder;ner002097;Magaria;ner001847;Aire du CSI Malawa;35;2018;4;276;8;8;5;5;2;2;5;5;14;14;10;10
ner003007;zinder;ner002097;Magaria;ner001847;Aire du CSI Malawa;36;2018;8;284;6;6;0;0;4;4;3;3;6;6;7;7
ner003007;zinder;ner002097;Magaria;ner001847;Aire du CSI Malawa;37;2018;7;291;10;10;0;0;2;2;4;7;15;15;2;2
ner003007;zinder;ner002097;Magaria;ner001847;Aire du CSI Malawa;38;2018;13;304;10;10;3;3;5;7;3;3;15;15;5;5
ner003007;zinder;ner002097;Magaria;ner001847;Aire du CSI Malawa;39;2018;12;316;1;1;2;2;5;5;3;3;13;28;9;14
ner003007;zinder;ner002097;Magaria;ner001847;Aire du CSI Malawa;40;2018;8;324;9;9;0;0;0;0;3;3;10;10;7;21
ner003007;zinder;ner002097;Magaria;ner001847;Aire du CSI Malawa;41;2018;13;337;10;10;4;4;5;5;5;5;9;9;2;2
ner003007;zinder;ner002097;Magaria;ner001847;Aire du CSI Malawa;42;2018;5;342;0;0;1;5;0;0;5;5;5;5;5;7
ner003007;zinder;ner002097;Magaria;ner001847;Aire du CSI Malawa;43;2018;5;347;1;1;5;5;4;4;1;1;4;4;9;9
ner003007;zinder;ner002097;Magaria;ner001847;Aire du CSI Malawa;44;2018;2;349;0;0;0;0;0;0;1;1;8;8;5;14
ner003007;zinder;ner002097;Magaria;ner001847;Aire du CSI Malawa;45;2018;2;351;3;3;1;1;3;3;0;0;13;13;0;0
ner003007;zinder;ner002097;Magaria;ner001847;Aire du CSI Malawa;46;2018;8;359;10;10;3;3;4;4;3;3;15;15;0;0
ner003007;zinder;ner002097;Magaria;ner001847;Aire du CSI Malawa;47;2018;14;373;10;10;4;4;4;8;3;3;0;15;6;6
ner003007;zinder;ner002097;Magaria;ner001847;Aire du CSI Malawa;48;2018;8;381;9;9;4;4;3;3;5;8;2;2;9;9
ner003007;zinder;ner002097;Magaria;ner001847;Aire du CSI Malawa;49;2018;13;394;9;9;1;1;1;4;4;4;6;6;7;7
ner003007;zinder;ner002097;Magaria;ner001847;Aire du CSI Malawa;50;2018;8;402;5;5;1;1;1;1;3;7;1;7;7;7
ner003007;zinder;ner002097;Magaria;ner001847;Aire du CSI Malawa;51;2018;8;410;2;2;5;6;0;0;0;0;0;0;7;7
ner003007;zinder;ner002097;Magaria;ner001847;Aire du CSI Malawa;52;2018;9;419;4;4;4;10;1;1;1;1;9;9;9;9
ner003007;zinder;ner002097;Magaria;ner001848;Aire du CSI Dungass;1;2019;12;12;0;0;1;1;1;1;2;2;3;12;10;10
ner003007;zinder;ner002097;Magaria;ner001848;Aire du CSI Dungass;2;2019;6;18;7;7;2;2;4;4;5;5;3;3;1;1
ner003007;zinder;ner002097;Magaria;ner001848;Aire du CSI Dungass;3;2019;5;23;10;10;5;5;1;1;0;0;6;6;4;4
ner003007;zinder;ner002097;Magaria;ner001848;Aire du CSI Dungass;4;2019;0;23;8;8;3;3;5;5;2;2;8;8;9;9
ner003007;zinder;ner002097;Magaria;ner001848;Aire du CSI Dungass;5;2019;6;29;10;10;4;4;1;1;2;2;10;10;2;11
ner003007;zinder;ner002097;Magaria;ner001848;Aire du CSI Dungass;6;2019;5;34;10;10;4;4;0;1;4;6;14;14;2;2
ner003007;zinder;ner002097;Magaria;ner001848;Aire du CSI Dungass;7;2019;14;48;8;8;2;2;4;4;1;1;4;4;1;1
ner003007;zinder;ner002097;Magaria;ner001848;Aire du CSI Dungass;8;2019;4;52;7;7;0;0;1;1;4;4;6;6;10;10
ner003007;zinder;ner002097;Magaria;ner001848;Aire du CSI Dungass;9;2019;7;59;1;1;2;2;5;5;1;1;2;2;4;4
ner003007;zinder;ner002097;Magaria;ner001848;Aire du CSI Dungass;10;2019;11;70;1;1;4;4;3;8;1;1;0;0;1;5
ner003007;zinder;ner002097;Magaria;ner001848;Aire du CSI Dungass;11;2019;3;73;1;1;5;5;4;12;1;1;8;8;4;9
ner003007;zinder;ner002097;Magaria;ner001848;Aire du CSI Dungass;12;2019;10;83;0;0;3;3;5;5;4;4;2;2;9;9
ner003007;zinder;ner002097;Magaria;ner001848;Aire du CSI Dungass;13;2019;3;86;0;0;0;0;3;8;3;3;11;11;8;8
ner003007;zinder;ner002097;Magaria;ner001848;Aire du CSI Dungass;14;2019;5;91;5;5;2;2;4;4;4;4;3;3;3;3
ner003007;zinder;ner002097;Magaria;ner001848;Aire du CSI Dungass;15;2019;5;96;2;2;2;2;2;2;3;7;5;5;5;5
ner003007;zinder;ner002097;Magaria;ner001848;Aire du CSI Dungass;16;2019;0;96;4;4;3;3;3;3;5;5;9;9;9;9
ner003007;zinder;ner002097;Magaria;ner001848;Aire du CSI Dungass;17;2019;5;101;2;2;5;5;5;5;2;2;10;10;2;2
ner003007;zinder;ner002097;Magaria;ner001848;Aire du CSI Dungass;18;2019;0;101;3;3;2;2;5;5;4;4;9;19;0;0
ner003007;zinder;ner002097;Magaria;ner001848;Aire du CSI Dungass;19;2019;14;115;4;4;1;1;4;4;2;2;4;4;6;6
ner003007;zinder;ner002097;Magaria;ner001848;Aire du CSI Dungass;20;2019;2;117;9;9;1;1;1;1;1;3;8;8;8;8
ner003007;zinder;ner002097;Magaria;ner001848;Aire du CSI Dungass;21;2019;14;131;1;1;1;1;0;0;4;7;11;11;7;7
ner003007;zinder;ner002097;Magaria;ner001848;Aire du CSI Dungass;22;2019;7;138;4;4;4;4;2;2;3;3;13;13;9;9
ner003007;zinder;ner002097;Magaria;ner001848;Aire du CSI Dungass;23;2019;4;142;4;4;1;1;1;3;0;0;8;8;0;0
ner003007;zinder;ner002097;Magaria;ner001848;Aire du CSI Dungass;24;2019;3;145;10;10;2;2;4;4;4;4;15;15;9;9
ner003007;zinder;ner002097;Magaria;ner001848;Aire du CSI Dungass;25;2019;8;153;0;0;3;5;3;3;1;1;7;7;6;6
ner003007;zinder;ner002097;Magaria;ner001848;Aire du CSI Dungass;26;2019;10;163;7;7;4;4;4;4;0;0;12;12;3;3
ner003007;zinder;ner002097;Magaria;ner001848;Aire du CSI Dungass;27;2018;0;163;2;2;2;2;5;5;1;1;13;13;1;1
ner003007;zinder;ner002097;Magaria;ner001848;Aire du CSI Dungass;28;2018;5;168;9;9;0;0;2;2;0;0;0;0;7;7
ner003007;zinder;ner002097;Magaria;ner001848;Aire du CSI Dungass;29;2018;5;173;2;2;1;1;5;5;5;5;12;12;1;1
ner003007;zinder;ner002097;Magaria;ner001848;Aire du CSI Dungass;30;2018;13;186;9;9;3;3;4;4;3;3;10;10;10;10
ner003007;zinder;ner002097;Magaria;ner001848;Aire du CSI Dungass;31;2018;5;191;2;2;0;0;2;2;1;1;1;1;9;9
ner003007;zinder;ner002097;Magaria;ner001848;Aire du CSI Dungass;32;2018;12;203;3;3;5;5;2;2;4;4;4;5;2;2
ner003007;zinder;ner002097;Magaria;ner001848;Aire du CSI Dungass;33;2018;5;208;1;1;4;4;4;4;4;4;8;8;5;7
ner003007;zinder;ner002097;Magaria;ner001848;Aire du CSI Dungass;34;2018;9;217;6;6;2;2;2;2;2;2;8;8;6;6
ner003007;zinder;ner002097;Magaria;ner001848;Aire du CSI Dungass;35;2018;1;218;0;0;3;3;2;2;0;0;9;17;0;0
ner003007;zinder;ner002097;Magaria;ner001848;Aire du CSI Dungass;36;2018;14;232;9;9;2;2;2;2;3;3;11;28;10;10
ner003007;zinder;ner002097;Magaria;ner001848;Aire du CSI Dungass;37;2018;15;247;3;3;0;0;5;5;4;4;9;9;3;3
ner003007;zinder;ner002097;Magaria;ner001848;Aire du CSI Dungass;38;2018;10;257;7;7;3;3;1;1;4;4;10;10;0;3
ner003007;zinder;ner002097;Magaria;ner001848;Aire du CSI Dungass;39;2018;13;270;0;0;2;2;4;4;1;1;13;13;2;2
ner003007;zinder;ner002097;Magaria;ner001848;Aire du CSI Dungass;40;2018;11;281;10;10;4;4;4;4;3;3;5;18;1;1
ner003007;zinder;ner002097;Magaria;ner001848;Aire du CSI Dungass;41;2018;14;295;10;10;3;3;3;7;0;0;1;1;3;3
ner003007;zinder;ner002097;Magaria;ner001848;Aire du CSI Dungass;42;2018;11;306;7;7;3;3;3;3;1;1;6;7;0;0
ner003007;zinder;ner002097;Magaria;ner001848;Aire du CSI Dungass;43;2018;1;307;10;10;1;1;4;4;1;1;7;7;3;3
ner003007;zinder;ner002097;Magaria;ner001848;Aire du CSI Dungass;44;2018;5;312;9;9;1;1;2;2;5;6;15;15;10;10
ner003007;zinder;ner002097;Magaria;ner001848;Aire du CSI Dungass;45;2018;9;321;1;1;4;4;1;1;0;0;14;14;9;9
ner003007;zinder;ner002097;Magaria;ner001848;Aire du CSI Dungass;46;2018;12;333;4;4;5;5;1;1;2;2;14;28;0;0
ner003007;zinder;ner002097;Magaria;ner001848;Aire du CSI Dungass;47;2018;3;336;6;6;0;0;3;3;1;1;10;10;2;2
ner003007;zinder;ner002097;Magaria;ner001848;Aire du CSI Dungass;48;2018;1;337;6;6;3;3;2;5;4;4;6;6;4;4
ner003007;zinder;ner002097;Magaria;ner001848;Aire du CSI Dungass;49;2018;10;347;7;7;2;2;1;1;4;4;14;14;3;7
ner003007;zinder;ner002097;Magaria;ner001848;Aire du CSI Dungass;50;2018;11;358;2;2;4;4;2;2;0;0;13;13;8;8
ner003007;zinder;ner002097;Magaria;ner001848;Aire du CSI Dungass;51;2018;6;364;2;2;1;5;2;4;2;2;10;23;0;0
ner003007;zinder;ner002097;Magaria;ner001848;Aire du CSI Dungass;52;2018;12;376;3;3;3;8;4;4;3;3;8;8;8;8
ner003001;maradi;ner002060;Guidam-Roumdji;ner001853;Aire du CSI Katsinoua;1;2019;0;0;0;0;4;4;5;5;1;1;9;9;0;0
ner003001;maradi;ner002060;Guidam-Roumdji;ner001853;Aire du CSI Katsinoua;2;2019;11;11;1;1;1;1;5;5;4;4;5;14;10;10
ner003001;maradi;ner002060;Guidam-Roumdji;ner001853;Aire du CSI Katsinoua;3;2019;13;24;7;7;3;3;1;1;1;1;6;6;7;7
ner003001;maradi;ner002060;Guidam-Roumdji;ner001853;Aire du CSI Katsinoua;4;2019;12;36;5;5;4;4;5;5;5;5;0;0;5;5
ner003001;maradi;ner002060;Guidam-Roumdji;ner001853;Aire du CSI Katsinoua;5;2019;14;50;6;6;4;4;4;4;2;7;3;3;1;1
ner003001;maradi;ner002060;Guidam-Roumdji;ner001853;Aire du CSI Katsinoua;6;2019;15;65;7;7;0;0;0;0;5;5;5;5;3;3
ner003001;maradi;ner002060;Guidam-Roumdji;ner001853;Aire du CSI Katsinoua;7;2019;2;67;2;2;1;1;3;3;1;1;14;14;8;8
ner003001;maradi;ner002060;Guidam-Roumdji;ner001853;Aire du CSI Katsinoua;8;2019;3;70;1;1;0;0;3;3;2;2;1;15;4;4
ner003001;maradi;ner002060;Guidam-Roumdji;ner001853;Aire du CSI Katsinoua;9;2019;2;72;4;4;3;3;4;4;1;1;10;10;3;3
ner003001;maradi;ner002060;Guidam-Roumdji;ner001853;Aire du CSI Katsinoua;10;2019;3;75;6;6;5;5;2;2;4;4;0;0;5;5
ner003001;maradi;ner002060;Guidam-Roumdji;ner001853;Aire du CSI Katsinoua;11;2019;8;83;1;1;1;1;0;0;2;2;13;13;0;0
ner003001;maradi;ner002060;Guidam-Roumdji;ner001853;Aire du CSI Katsinoua;12;2019;1;84;5;5;5;5;4;4;0;0;10;10;8;8
ner003001;maradi;ner002060;Guidam-Roumdji;ner001853;Aire du CSI Katsinoua;13;2019;2;86;5;5;3;3;3;7;3;3;12;12;7;7
ner003001;maradi;ner002060;Guidam-Roumdji;ner001853;Aire du CSI Katsinoua;14;2019;0;86;2;2;5;5;5;5;3;3;5;5;9;16
ner003001;maradi;ner002060;Guidam-Roumdji;ner001853;Aire du CSI Katsinoua;15;2019;3;89;8;8;2;2;1;1;3;3;14;14;4;20
ner003001;maradi;ner002060;Guidam-Roumdji;ner001853;Aire du CSI Katsinoua;16;2019;12;101;3;3;1;1;0;0;2;2;0;0;9;9
ner003001;maradi;ner002060;Guidam-Roumdji;ner001853;Aire du CSI Katsinoua;17;2019;15;116;6;6;0;0;0;0;4;4;3;3;0;0
ner003001;maradi;ner002060;Guidam-Roumdji;ner001853;Aire du CSI Katsinoua;18;2019;9;125;2;2;0;0;0;0;2;6;1;4;4;4
ner003001;maradi;ner002060;Guidam-Roumdji;ner001853;Aire du CSI Katsinoua;19;2019;7;132;0;0;5;5;1;1;1;1;15;15;9;9
ner003001;maradi;ner002060;Guidam-Roumdji;ner001853;Aire du CSI Katsinoua;20;2019;9;141;7;7;0;0;2;2;3;3;4;4;2;2
ner003001;maradi;ner002060;Guidam-Roumdji;ner001853;Aire du CSI Katsinoua;21;2019;12;153;10;10;4;4;2;2;3;3;1;5;3;5
ner003001;maradi;ner002060;Guidam-Roumdji;ner001853;Aire du CSI Katsinoua;22;2019;9;162;1;1;4;4;4;4;1;4;8;8;3;3
ner003001;maradi;ner002060;Guidam-Roumdji;ner001853;Aire du CSI Katsinoua;23;2019;1;163;6;6;3;3;4;4;1;1;15;23;0;3
ner003001;maradi;ner002060;Guidam-Roumdji;ner001853;Aire du CSI Katsinoua;24;2019;4;167;2;2;1;1;0;0;2;2;6;6;1;1
ner003001;maradi;ner002060;Guidam-Roumdji;ner001853;Aire du CSI Katsinoua;25;2019;6;173;9;9;4;4;5;5;0;0;12;12;3;3
ner003001;maradi;ner002060;Guidam-Roumdji;ner001853;Aire du CSI Katsinoua;26;2019;15;188;10;10;0;0;1;1;0;0;5;5;10;13
ner003001;maradi;ner002060;Guidam-Roumdji;ner001853;Aire du CSI Katsinoua;27;2018;14;202;4;4;2;2;4;4;0;0;14;14;9;22
ner003001;maradi;ner002060;Guidam-Roumdji;ner001853;Aire du CSI Katsinoua;28;2018;8;210;9;9;1;1;0;0;2;2;10;10;9;9
ner003001;maradi;ner002060;Guidam-Roumdji;ner001853;Aire du CSI Katsinoua;29;2018;9;219;0;0;3;3;0;0;2;2;13;23;10;19
